1777864605.532839 server started (26101): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1777864605.532857 on Linux 6.17.0-22-generic #22~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Thu Mar 26 15:25:54 UTC 2
1777864605.532862 using libevent 2.1.12-stable poll
1777864605.532865 using ncurses 6.4 20240113
1777864605.533742 yylex_token: $
1777864605.533744 yylex_token: end at WS
1777864605.533745 yylex_token: command-prompt
1777864605.533746 yylex_token: end at WS
1777864605.533747 yylex_token: -I#S
1777864605.533749 yylex_token: end at WS
1777864605.533750 yylex_token: rename-session
1777864605.533751 yylex_token: end at WS
1777864605.533752 yylex_token: --
1777864605.533753 yylex_token: end at WS
1777864605.533754 yylex_token: %%
1777864605.533756 cmd_parse_build_commands 0:0: bind
1777864605.533758 cmd_parse_build_commands 0:1: -N
1777864605.533759 cmd_parse_build_commands 0:2: Rename current session
1777864605.533760 cmd_parse_build_commands 0:3: $
1777864605.533762 cmd_parse_build_commands 0:4 0:0: command-prompt
1777864605.533763 cmd_parse_build_commands 0:4 0:1: -I#S
1777864605.533764 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1777864605.533766 cmd_parse_build_commands 0:4 0:2 0:1: --
1777864605.533767 cmd_parse_build_commands 0:4 0:2 0:2: %%
1777864605.533769 cmd_parse_build_commands 0:0: command-prompt
1777864605.533770 cmd_parse_build_commands 0:1: -I#S
1777864605.533771 cmd_parse_build_commands 0:2 0:0: rename-session
1777864605.533772 cmd_parse_build_commands 0:2 0:1: --
1777864605.533774 cmd_parse_build_commands 0:2 0:2: %%
1777864605.533775 cmd_parse_build_commands 0:0: rename-session
1777864605.533776 cmd_parse_build_commands 0:1: --
1777864605.533778 cmd_parse_build_commands 0:2: %%
1777864605.533779 args_parse_flags: next --
1777864605.533781 args_parse: flags end at 2 of 3
1777864605.533782 args_parse: 2 = %% (type STRING)
1777864605.533784 cmd_parse_build_commands: rename-session "%%"
1777864605.533785 args_parse_flags: next -I#S
1777864605.533787 args_parse_flag_argument: -I = #S
1777864605.533788 args_parse: flags end at 2 of 3
1777864605.533790 args_parse: 2 = rename-session "%%" (type COMMANDS)
1777864605.533792 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1777864605.533794 args_parse_flags: next -N
1777864605.533795 args_parse_flag_argument: -N = Rename current session
1777864605.533796 args_parse_flags: next $
1777864605.533797 args_parse: flags end at 3 of 5
1777864605.533799 args_parse: 3 = $ (type STRING)
1777864605.533801 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1777864605.533804 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1777864605.533808 cmdq_get_command: [bind-key/0x5a432de7da20] group 58
1777864605.533810 cmdq_append <global>: [bind-key/0x5a432de7da20]
1777864605.533818 yylex_token: end at WS
1777864605.533819 yylex_token: bind
1777864605.533821 yylex_token: end at WS
1777864605.533822 yylex_token: -N
1777864605.533823 yylex_token: end at WS
1777864605.533824 yylex_token: Split window horizontally
1777864605.533826 yylex_get_word: %
1777864605.533827 yylex_token: end at WS
1777864605.533828 yylex_token: split-window
1777864605.533830 yylex_token: end at WS
1777864605.533831 yylex_token: -h
1777864605.533836 cmd_parse_build_commands 0:0: bind
1777864605.533838 cmd_parse_build_commands 0:1: -N
1777864605.533839 cmd_parse_build_commands 0:2: Split window horizontally
1777864605.533840 cmd_parse_build_commands 0:3: %
1777864605.533842 cmd_parse_build_commands 0:4 0:0: split-window
1777864605.533843 cmd_parse_build_commands 0:4 0:1: -h
1777864605.533845 cmd_parse_build_commands 0:0: split-window
1777864605.533846 cmd_parse_build_commands 0:1: -h
1777864605.533848 args_parse_flags: next -h
1777864605.533850 args_parse_flags: -h
1777864605.533851 args_parse: flags end at 2 of 2
1777864605.533853 cmd_parse_build_commands: split-window -h
1777864605.533854 args_parse_flags: next -N
1777864605.533855 args_parse_flag_argument: -N = Split window horizontally
1777864605.533856 args_parse_flags: next %
1777864605.533858 args_parse: flags end at 3 of 5
1777864605.533859 args_parse: 3 = % (type STRING)
1777864605.533861 args_parse: 4 = split-window -h (type COMMANDS)
1777864605.533864 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1777864605.533866 cmdq_get_command: [bind-key/0x5a432de7db20] group 70
1777864605.533867 cmdq_append <global>: [bind-key/0x5a432de7db20]
1777864605.533869 yylex_token: end at WS
1777864605.533870 yylex_token: bind
1777864605.533871 yylex_token: end at WS
1777864605.533872 yylex_token: -N
1777864605.533874 yylex_token: end at WS
1777864605.533875 yylex_token: Kill current window
1777864605.533876 yylex_token: end at WS
1777864605.533877 yylex_token: &
1777864605.533878 yylex_token: end at WS
1777864605.533880 yylex_token: confirm-before
1777864605.533881 yylex_token: end at WS
1777864605.533882 yylex_token: -pkill-window #W? (y/n)
1777864605.533884 yylex_token: end at WS
1777864605.533885 yylex_token: kill-window
1777864605.533887 cmd_parse_build_commands 0:0: bind
1777864605.533888 cmd_parse_build_commands 0:1: -N
1777864605.533889 cmd_parse_build_commands 0:2: Kill current window
1777864605.533891 cmd_parse_build_commands 0:3: &
1777864605.533892 cmd_parse_build_commands 0:4 0:0: confirm-before
1777864605.533894 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1777864605.533895 cmd_parse_build_commands 0:4 0:2: kill-window
1777864605.533897 cmd_parse_build_commands 0:0: confirm-before
1777864605.533898 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1777864605.533899 cmd_parse_build_commands 0:2: kill-window
1777864605.533901 args_parse_flags: next -pkill-window #W? (y/n)
1777864605.533903 args_parse_flag_argument: -p = kill-window #W? (y/n)
1777864605.533904 args_parse_flags: next kill-window
1777864605.533905 args_parse: flags end at 2 of 3
1777864605.533906 args_parse: 2 = kill-window (type STRING)
1777864605.533909 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1777864605.533911 args_parse_flags: next -N
1777864605.533912 args_parse_flag_argument: -N = Kill current window
1777864605.533913 args_parse_flags: next &
1777864605.533914 args_parse: flags end at 3 of 5
1777864605.533916 args_parse: 3 = & (type STRING)
1777864605.533918 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1777864605.533922 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1777864605.533924 cmdq_get_command: [bind-key/0x5a432de7e190] group 78
1777864605.533925 cmdq_append <global>: [bind-key/0x5a432de7e190]
1777864605.533927 yylex_token: end at WS
1777864605.533931 yylex_token: bind
1777864605.533932 yylex_token: end at WS
1777864605.533933 yylex_token: -N
1777864605.533934 yylex_token: end at WS
1777864605.533936 yylex_token: Prompt for window index to select
1777864605.533937 yylex_token: end at WS
1777864605.533938 yylex_token: '
1777864605.533940 yylex_token: end at WS
1777864605.533941 yylex_token: command-prompt
1777864605.533942 yylex_token: end at WS
1777864605.533943 yylex_token: -T
1777864605.533945 yylex_token: end at WS
1777864605.533946 yylex_token: window-target
1777864605.533947 yylex_token: end at WS
1777864605.533948 yylex_token: -pindex
1777864605.533949 yylex_token: end at WS
1777864605.533951 yylex_token: select-window
1777864605.533952 yylex_token: end at WS
1777864605.533953 yylex_token: -t
1777864605.533954 yylex_token: end at WS
1777864605.533955 yylex_token: :%%
1777864605.533957 cmd_parse_build_commands 0:0: bind
1777864605.533959 cmd_parse_build_commands 0:1: -N
1777864605.533960 cmd_parse_build_commands 0:2: Prompt for window index to select
1777864605.533962 cmd_parse_build_commands 0:3: '
1777864605.533964 cmd_parse_build_commands 0:4 0:0: command-prompt
1777864605.533965 cmd_parse_build_commands 0:4 0:1: -T
1777864605.533967 cmd_parse_build_commands 0:4 0:2: window-target
1777864605.533968 cmd_parse_build_commands 0:4 0:3: -pindex
1777864605.533970 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1777864605.533971 cmd_parse_build_commands 0:4 0:4 0:1: -t
1777864605.533978 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1777864605.533981 cmd_parse_build_commands 0:0: command-prompt
1777864605.533982 cmd_parse_build_commands 0:1: -T
1777864605.533984 cmd_parse_build_commands 0:2: window-target
1777864605.533985 cmd_parse_build_commands 0:3: -pindex
1777864605.533986 cmd_parse_build_commands 0:4 0:0: select-window
1777864605.533988 cmd_parse_build_commands 0:4 0:1: -t
1777864605.533989 cmd_parse_build_commands 0:4 0:2: :%%
1777864605.533991 cmd_parse_build_commands 0:0: select-window
1777864605.533992 cmd_parse_build_commands 0:1: -t
1777864605.533993 cmd_parse_build_commands 0:2: :%%
1777864605.533995 args_parse_flags: next -t
1777864605.533997 args_parse_flag_argument: -t = :%%
1777864605.533998 args_parse: flags end at 3 of 3
1777864605.534000 cmd_parse_build_commands: select-window -t ":%%"
1777864605.534002 args_parse_flags: next -T
1777864605.534003 args_parse_flag_argument: -T = window-target
1777864605.534004 args_parse_flags: next -pindex
1777864605.534006 args_parse_flag_argument: -p = index
1777864605.534007 args_parse: flags end at 4 of 5
1777864605.534009 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1777864605.534012 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1777864605.534013 args_parse_flags: next -N
1777864605.534015 args_parse_flag_argument: -N = Prompt for window index to select
1777864605.534016 args_parse_flags: next '
1777864605.534017 args_parse: flags end at 3 of 5
1777864605.534019 args_parse: 3 = ' (type STRING)
1777864605.534021 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1777864605.534028 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1777864605.534030 cmdq_get_command: [bind-key/0x5a432de7f0f0] group 86
1777864605.534032 cmdq_append <global>: [bind-key/0x5a432de7f0f0]
1777864605.534033 yylex_token: end at WS
1777864605.534034 yylex_token: bind
1777864605.534035 yylex_token: end at WS
1777864605.534036 yylex_token: -N
1777864605.534038 yylex_token: end at WS
1777864605.534039 yylex_token: Switch to previous client
1777864605.534040 yylex_token: end at WS
1777864605.534042 yylex_token: (
1777864605.534043 yylex_token: end at WS
1777864605.534044 yylex_token: switch-client
1777864605.534045 yylex_token: end at WS
1777864605.534046 yylex_token: -p
1777864605.534048 cmd_parse_build_commands 0:0: bind
1777864605.534049 cmd_parse_build_commands 0:1: -N
1777864605.534051 cmd_parse_build_commands 0:2: Switch to previous client
1777864605.534054 cmd_parse_build_commands 0:3: (
1777864605.534056 cmd_parse_build_commands 0:4 0:0: switch-client
1777864605.534057 cmd_parse_build_commands 0:4 0:1: -p
1777864605.534059 cmd_parse_build_commands 0:0: switch-client
1777864605.534060 cmd_parse_build_commands 0:1: -p
1777864605.534062 args_parse_flags: next -p
1777864605.534063 args_parse_flags: -p
1777864605.534065 args_parse: flags end at 2 of 2
1777864605.534066 cmd_parse_build_commands: switch-client -p
1777864605.534067 args_parse_flags: next -N
1777864605.534069 args_parse_flag_argument: -N = Switch to previous client
1777864605.534070 args_parse_flags: next (
1777864605.534071 args_parse: flags end at 3 of 5
1777864605.534073 args_parse: 3 = ( (type STRING)
1777864605.534074 args_parse: 4 = switch-client -p (type COMMANDS)
1777864605.534077 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1777864605.534079 cmdq_get_command: [bind-key/0x5a432de7f500] group 98
1777864605.534081 cmdq_append <global>: [bind-key/0x5a432de7f500]
1777864605.534083 yylex_token: end at WS
1777864605.534085 yylex_token: bind
1777864605.534086 yylex_token: end at WS
1777864605.534087 yylex_token: -N
1777864605.534088 yylex_token: end at WS
1777864605.534090 yylex_token: Switch to next client
1777864605.534091 yylex_token: end at WS
1777864605.534092 yylex_token: )
1777864605.534093 yylex_token: end at WS
1777864605.534094 yylex_token: switch-client
1777864605.534096 yylex_token: end at WS
1777864605.534097 yylex_token: -n
1777864605.534098 cmd_parse_build_commands 0:0: bind
1777864605.534100 cmd_parse_build_commands 0:1: -N
1777864605.534101 cmd_parse_build_commands 0:2: Switch to next client
1777864605.534102 cmd_parse_build_commands 0:3: )
1777864605.534104 cmd_parse_build_commands 0:4 0:0: switch-client
1777864605.534105 cmd_parse_build_commands 0:4 0:1: -n
1777864605.534107 cmd_parse_build_commands 0:0: switch-client
1777864605.534108 cmd_parse_build_commands 0:1: -n
1777864605.534110 args_parse_flags: next -n
1777864605.534111 args_parse_flags: -n
1777864605.534112 args_parse: flags end at 2 of 2
1777864605.534114 cmd_parse_build_commands: switch-client -n
1777864605.534115 args_parse_flags: next -N
1777864605.534117 args_parse_flag_argument: -N = Switch to next client
1777864605.534118 args_parse_flags: next )
1777864605.534119 args_parse: flags end at 3 of 5
1777864605.534121 args_parse: 3 = ) (type STRING)
1777864605.534122 args_parse: 4 = switch-client -n (type COMMANDS)
1777864605.534125 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1777864605.534127 cmdq_get_command: [bind-key/0x5a432de7f870] group 106
1777864605.534128 cmdq_append <global>: [bind-key/0x5a432de7f870]
1777864605.534130 yylex_token: end at WS
1777864605.534131 yylex_token: bind
1777864605.534132 yylex_token: end at WS
1777864605.534133 yylex_token: -N
1777864605.534135 yylex_token: end at WS
1777864605.534136 yylex_token: Rename current window
1777864605.534137 yylex_token: end at WS
1777864605.534138 yylex_token: ,
1777864605.534139 yylex_token: end at WS
1777864605.534141 yylex_token: command-prompt
1777864605.534142 yylex_token: end at WS
1777864605.534143 yylex_token: -I#W
1777864605.534144 yylex_token: end at WS
1777864605.534145 yylex_token: rename-window
1777864605.534147 yylex_token: end at WS
1777864605.534148 yylex_token: --
1777864605.534149 yylex_token: end at WS
1777864605.534150 yylex_token: %%
1777864605.534152 cmd_parse_build_commands 0:0: bind
1777864605.534153 cmd_parse_build_commands 0:1: -N
1777864605.534154 cmd_parse_build_commands 0:2: Rename current window
1777864605.534156 cmd_parse_build_commands 0:3: ,
1777864605.534157 cmd_parse_build_commands 0:4 0:0: command-prompt
1777864605.534158 cmd_parse_build_commands 0:4 0:1: -I#W
1777864605.534160 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1777864605.534161 cmd_parse_build_commands 0:4 0:2 0:1: --
1777864605.534162 cmd_parse_build_commands 0:4 0:2 0:2: %%
1777864605.534164 cmd_parse_build_commands 0:0: command-prompt
1777864605.534167 cmd_parse_build_commands 0:1: -I#W
1777864605.534169 cmd_parse_build_commands 0:2 0:0: rename-window
1777864605.534170 cmd_parse_build_commands 0:2 0:1: --
1777864605.534171 cmd_parse_build_commands 0:2 0:2: %%
1777864605.534173 cmd_parse_build_commands 0:0: rename-window
1777864605.534174 cmd_parse_build_commands 0:1: --
1777864605.534175 cmd_parse_build_commands 0:2: %%
1777864605.534177 args_parse_flags: next --
1777864605.534178 args_parse: flags end at 2 of 3
1777864605.534180 args_parse: 2 = %% (type STRING)
1777864605.534182 cmd_parse_build_commands: rename-window "%%"
1777864605.534183 args_parse_flags: next -I#W
1777864605.534184 args_parse_flag_argument: -I = #W
1777864605.534185 args_parse: flags end at 2 of 3
1777864605.534188 args_parse: 2 = rename-window "%%" (type COMMANDS)
1777864605.534190 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1777864605.534191 args_parse_flags: next -N
1777864605.534193 args_parse_flag_argument: -N = Rename current window
1777864605.534194 args_parse_flags: next ,
1777864605.534195 args_parse: flags end at 3 of 5
1777864605.534196 args_parse: 3 = , (type STRING)
1777864605.534199 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1777864605.534202 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1777864605.534205 cmdq_get_command: [bind-key/0x5a432de80260] group 114
1777864605.534206 cmdq_append <global>: [bind-key/0x5a432de80260]
1777864605.534209 yylex_token: end at WS
1777864605.534210 yylex_token: bind
1777864605.534211 yylex_token: end at WS
1777864605.534212 yylex_token: -N
1777864605.534214 yylex_token: end at WS
1777864605.534215 yylex_token: Delete the most recent paste buffer
1777864605.534217 yylex_token: end at WS
1777864605.534218 yylex_token: -
1777864605.534219 yylex_token: end at WS
1777864605.534220 yylex_token: delete-buffer
1777864605.534222 cmd_parse_build_commands 0:0: bind
1777864605.534223 cmd_parse_build_commands 0:1: -N
1777864605.534225 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1777864605.534226 cmd_parse_build_commands 0:3: -
1777864605.534227 cmd_parse_build_commands 0:4 0:0: delete-buffer
1777864605.534229 cmd_parse_build_commands 0:0: delete-buffer
1777864605.534230 args_parse: flags end at 1 of 1
1777864605.534232 cmd_parse_build_commands: delete-buffer
1777864605.534233 args_parse_flags: next -N
1777864605.534235 args_parse_flag_argument: -N = Delete the most recent paste buffer
1777864605.534236 args_parse_flags: next -
1777864605.534237 args_parse: flags end at 3 of 5
1777864605.534238 args_parse: 3 = - (type STRING)
1777864605.534240 args_parse: 4 = delete-buffer (type COMMANDS)
1777864605.534243 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1777864605.534244 cmdq_get_command: [bind-key/0x5a432de80ec0] group 126
1777864605.534246 cmdq_append <global>: [bind-key/0x5a432de80ec0]
1777864605.534247 yylex_token: end at WS
1777864605.534248 yylex_token: bind
1777864605.534250 yylex_token: end at WS
1777864605.534251 yylex_token: -N
1777864605.534252 yylex_token: end at WS
1777864605.534253 yylex_token: Move the current window
1777864605.534255 yylex_token: end at WS
1777864605.534256 yylex_token: .
1777864605.534257 yylex_token: end at WS
1777864605.534258 yylex_token: command-prompt
1777864605.534259 yylex_token: end at WS
1777864605.534260 yylex_token: -T
1777864605.534262 yylex_token: end at WS
1777864605.534263 yylex_token: target
1777864605.534264 yylex_token: end at WS
1777864605.534265 yylex_token: move-window
1777864605.534266 yylex_token: end at WS
1777864605.534268 yylex_token: -t
1777864605.534269 yylex_token: end at WS
1777864605.534270 yylex_token: %%
1777864605.534272 cmd_parse_build_commands 0:0: bind
1777864605.534273 cmd_parse_build_commands 0:1: -N
1777864605.534274 cmd_parse_build_commands 0:2: Move the current window
1777864605.534276 cmd_parse_build_commands 0:3: .
1777864605.534277 cmd_parse_build_commands 0:4 0:0: command-prompt
1777864605.534281 cmd_parse_build_commands 0:4 0:1: -T
1777864605.534282 cmd_parse_build_commands 0:4 0:2: target
1777864605.534283 cmd_parse_build_commands 0:4 0:3 0:0: move-window
